Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
27-06-2025,Transaction at Ajio,17939.67,Online Shopping,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Online Store,Yes,Friday,June,Morning
04-08-2025,Transaction at Adidas,5732.02,Clothing,Net Banking,Mumbai,Salary,Debit,Desktop,INR,Retail,No,Monday,August,Evening
10-04-2025,Transaction at Myntra,15843.46,Online Shopping,Net Banking,Pune,Current,Debit,POS Terminal,INR,Online Store,Yes,Thursday,April,Afternoon
14-09-2025,Transaction at Woodland,2849.03,Clothing,Credit Card,Mumbai,Salary,Debit,Mobile,INR,Retail,No,Sunday,September,Evening
05-09-2025,Transaction at Water Board,2133.83,Bills,Debit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Service,Yes,Friday,September,Night
25-09-2025,Transaction at Burger King,586.87,Food,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,September,Evening
25-11-2025,Transaction at Vivo Store,52603.38,Electronics,Credit Card,Pune,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Tuesday,November,Afternoon
14-06-2025,Transaction at Ajio,5364.84,Online Shopping,Credit Card,Kolkata,Salary,Debit,POS Terminal,INR,Online Store,No,Saturday,June,Afternoon
12-03-2025,Transaction at Allen Solly,6585.16,Clothing,Net Banking,Mumbai,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Wednesday,March,Afternoon
21-06-2025,Transaction at Spencers,988.93,Grocery,UPI,Hyderabad,Current,Debit,Mobile,INR,Retail,No,Saturday,June,Afternoon
30-04-2025,Transaction at Reliance Fresh,4025.14,Grocery,Net Banking,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Wednesday,April,Afternoon
02-01-2025,Transaction at Dell Exclusive,6757.48,Electronics,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Retail,No,Thursday,January,Night
25-08-2025,Transaction at Apollo Hospital,9203.48,Healthcare,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,August,Morning
29-04-2025,Transaction at Apollo Pharmacy,18768.49,Healthcare,Credit Card,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,April,Afternoon
17-11-2025,Transaction at YouTube Premium,528.73,Entertainment,UPI,Kolkata,Credit Card,Debit,POS Terminal,INR,Subscription,No,Monday,November,Afternoon
20-10-2025,Transaction at Biba,5811.09,Clothing,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Retail,Yes,Monday,October,Evening
21-03-2025,Transaction at Adidas,729.05,Clothing,Debit Card,Hyderabad,Current,Debit,Desktop,INR,Retail,No,Friday,March,Night
05-03-2025,Transaction at Woodland,630.04,Clothing,Net Banking,Delhi,Credit Card,Debit,POS Terminal,INR,Retail,No,Wednesday,March,Afternoon
09-09-2025,Transaction at Vivo Store,137121.24,Electronics,Debit Card,Mumbai,Salary,Debit,POS Terminal,INR,Retail,No,Tuesday,September,Afternoon
07-05-2025,Transaction at Tata Cliq,4770.36,Online Shopping,Net Banking,Delhi,Salary,Debit,Mobile,INR,Online Store,No,Wednesday,May,Afternoon
01-11-2025,Transaction at OYO,26210.65,Travel,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Service,No,Saturday,November,Morning
04-12-2025,Transaction at BigBazaar,4900.87,Grocery,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Retail,Yes,Thursday,December,Afternoon
01-10-2025,Transaction at Zee5,966.79,Entertainment,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,October,Morning
26-01-2025,Transaction at AirAsia,17034.33,Travel,Net Banking,Chennai,Salary,Debit,Mobile,INR,Service,No,Sunday,January,Night
29-04-2025,Transaction at HP World,79693.95,Electronics,Credit Card,Bangalore,Credit Card,Debit,Desktop,INR,Retail,No,Tuesday,April,Evening
04-01-2025,Transaction at Woodland,2147.95,Clothing,Debit Card,Delhi,Current,Debit,Mobile,INR,Retail,Yes,Saturday,January,Morning
26-12-2025,Transaction at US Polo,6107.36,Clothing,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Retail,No,Friday,December,Morning
01-02-2025,Transaction at Spencers,912.56,Grocery,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Retail,No,Saturday,February,Morning
13-03-2025,Transaction at Myntra,9111.71,Online Shopping,Debit Card,Pune,Credit Card,Debit,Desktop,INR,Online Store,No,Thursday,March,Evening
05-03-2025,Transaction at YouTube Premium,285.78,Entertainment,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,March,Night
02-09-2025,Transaction at Reliance Fresh,2726.01,Grocery,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Retail,No,Tuesday,September,Night
18-11-2025,Transaction at KFC,964,Food,Credit Card,Delhi,Current,Debit,Desktop,INR,Restaurant,No,Tuesday,November,Night
06-12-2025,Transaction at Netmeds,1708.26,Healthcare,Debit Card,Pune,Current,Debit,Mobile,INR,Service,No,Saturday,December,Night
20-11-2025,Transaction at Star Bazaar,1546.82,Grocery,UPI,Chennai,Current,Debit,POS Terminal,INR,Retail,Yes,Thursday,November,Afternoon
27-06-2025,Transaction at Property Tax Online,748.22,Bills,Net Banking,Chennai,Current,Debit,Mobile,INR,Service,No,Friday,June,Evening
10-10-2025,Transaction at Air India,1636.45,Travel,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Service,Yes,Friday,October,Morning
17-04-2025,Transaction at Property Tax Online,5176.22,Bills,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Service,Yes,Thursday,April,Afternoon
11-11-2025,Transaction at Pepperfry,1846.59,Online Shopping,Credit Card,Delhi,Savings,Debit,Desktop,INR,Online Store,No,Tuesday,November,Evening
18-01-2025,Transaction at 1mg,7689.79,Healthcare,Debit Card,Bangalore,Current,Debit,Mobile,INR,Service,Yes,Saturday,January,Morning
27-11-2025,Transaction at AirAsia,29257.87,Travel,Credit Card,Pune,Current,Debit,Desktop,INR,Service,Yes,Thursday,November,Evening
03-08-2025,Transaction at Aha,477.4,Entertainment,Net Banking,Bangalore,Current,Debit,Desktop,INR,Subscription,No,Sunday,August,Morning
30-07-2025,Transaction at Goibibo,22699.69,Travel,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Service,No,Wednesday,July,Evening
02-10-2025,Transaction at Sony Center,72060.14,Electronics,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Retail,Yes,Thursday,October,Afternoon
16-02-2025,Transaction at Pizza Hut,914.44,Food,Credit Card,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,No,Sunday,February,Afternoon
07-09-2025,Transaction at AirAsia,5134.83,Travel,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Sunday,September,Night
24-06-2025,Transaction at Pepperfry,17582.23,Online Shopping,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Online Store,No,Tuesday,June,Evening
08-11-2025,Transaction at Zee5,669.21,Entertainment,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Subscription,Yes,Saturday,November,Morning
08-06-2025,Transaction at Max Fashion,6803.03,Clothing,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Retail,No,Sunday,June,Night
23-07-2025,Transaction at OYO,12058.28,Travel,Net Banking,Pune,Savings,Debit,Mobile,INR,Service,Yes,Wednesday,July,Night
18-10-2025,Transaction at ACT Fibernet,3164.33,Bills,Debit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,No,Saturday,October,Afternoon
12-09-2025,Transaction at CloudNine,3742.91,Healthcare,Debit Card,Delhi,Current,Debit,Desktop,INR,Service,Yes,Friday,September,Morning
17-12-2025,Transaction at TNEB,3166.76,Bills,Net Banking,Bangalore,Current,Debit,Desktop,INR,Service,No,Wednesday,December,Evening
07-03-2025,Transaction at Vistara,16120.18,Travel,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Service,Yes,Friday,March,Morning
24-03-2025,Transaction at Apple Music,492.05,Entertainment,Debit Card,Hyderabad,Salary,Debit,Mobile,INR,Subscription,Yes,Monday,March,Morning
29-01-2025,Transaction at Yatra,23573.49,Travel,UPI,Chennai,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,January,Evening
12-02-2025,Transaction at TSRTC,947.12,Transport,Debit Card,Bangalore,Savings,Debit,Desktop,INR,Service,Yes,Wednesday,February,Evening
03-04-2025,Transaction at Nykaa,5859.4,Online Shopping,UPI,Mumbai,Salary,Debit,POS Terminal,INR,Online Store,Yes,Thursday,April,Evening
30-08-2025,Transaction at Wrogn,7983.18,Clothing,Credit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,Yes,Saturday,August,Afternoon
25-02-2025,Transaction at Puma,3787.78,Clothing,Debit Card,Bangalore,Savings,Debit,Desktop,INR,Retail,No,Tuesday,February,Evening
25-07-2025,Transaction at IRCTC,28758.21,Travel,Net Banking,Chennai,Current,Debit,POS Terminal,INR,Service,No,Friday,July,Morning
12-04-2025,Transaction at Spencers,2669.17,Grocery,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Retail,No,Saturday,April,Morning
04-07-2025,Transaction at Burger King,408.41,Food,UPI,Delhi,Savings,Debit,Mobile,INR,Restaurant,Yes,Friday,July,Night
16-06-2025,Transaction at Meru Cabs,879.41,Transport,Debit Card,Chennai,Savings,Debit,Mobile,INR,Service,No,Monday,June,Night
17-03-2025,Transaction at H&M,6584.41,Clothing,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Retail,Yes,Monday,March,Afternoon
21-01-2025,Transaction at Metro Rail,1597.44,Transport,Net Banking,Chennai,Savings,Debit,POS Terminal,INR,Service,No,Tuesday,January,Afternoon
21-05-2025,Transaction at Jio Fiber,4999.89,Bills,Credit Card,Pune,Current,Debit,Desktop,INR,Service,No,Wednesday,May,Evening
18-12-2025,Transaction at Taco Bell,1362.75,Food,Debit Card,Chennai,Salary,Debit,Mobile,INR,Restaurant,No,Thursday,December,Night
11-03-2025,Transaction at Pepperfry,837.29,Online Shopping,Net Banking,Bangalore,Current,Debit,Desktop,INR,Online Store,No,Tuesday,March,Morning
03-08-2025,Transaction at Yulu Bikes,333.48,Transport,Net Banking,Chennai,Current,Debit,Mobile,INR,Service,No,Sunday,August,Evening
20-10-2025,Transaction at YouTube Premium,682,Entertainment,Net Banking,Pune,Current,Debit,POS Terminal,INR,Subscription,Yes,Monday,October,Afternoon
12-07-2025,Transaction at YouTube Premium,146.61,Entertainment,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Subscription,Yes,Saturday,July,Night
26-12-2025,Transaction at A2B,1259.95,Food,Net Banking,Delhi,Salary,Debit,Desktop,INR,Restaurant,No,Friday,December,Evening
29-05-2025,Transaction at Aha,261.96,Entertainment,Net Banking,Mumbai,Salary,Debit,POS Terminal,INR,Subscription,Yes,Thursday,May,Night
25-03-2025,Transaction at Ajio,3601.37,Online Shopping,Net Banking,Pune,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Tuesday,March,Evening
08-01-2025,Transaction at Aster,9106.46,Healthcare,UPI,Kolkata,Salary,Debit,POS Terminal,INR,Service,No,Wednesday,January,Afternoon
18-04-2025,Transaction at Fortis,17117,Healthcare,Debit Card,Pune,Credit Card,Debit,POS Terminal,INR,Service,Yes,Friday,April,Morning
14-08-2025,Transaction at AirAsia,1101.08,Travel,UPI,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Thursday,August,Night
30-03-2025,Transaction at Reliance Fresh,1778.71,Grocery,Credit Card,Mumbai,Current,Debit,Mobile,INR,Retail,Yes,Sunday,March,Evening
18-09-2025,Transaction at 1mg,11609.84,Healthcare,Credit Card,Hyderabad,Salary,Debit,Mobile,INR,Service,Yes,Thursday,September,Morning
26-03-2025,Transaction at PharmEasy,12366.48,Healthcare,UPI,Pune,Current,Debit,POS Terminal,INR,Service,No,Wednesday,March,Afternoon
09-05-2025,Transaction at Dominos,800.74,Food,UPI,Chennai,Salary,Debit,Desktop,INR,Restaurant,No,Friday,May,Evening
12-04-2025,Transaction at Vivo Store,95547.02,Electronics,UPI,Mumbai,Current,Debit,Desktop,INR,Retail,Yes,Saturday,April,Afternoon
28-11-2025,Transaction at PharmEasy,12148.28,Healthcare,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Service,Yes,Friday,November,Night
18-04-2025,Transaction at Dell Exclusive,9761.08,Electronics,Debit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Retail,No,Friday,April,Night
16-07-2025,Transaction at Croma,26401.86,Electronics,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Wednesday,July,Night
01-01-2025,Transaction at Taco Bell,124.46,Food,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Restaurant,No,Wednesday,January,Evening
07-12-2025,Transaction at Flipkart,8903.7,Online Shopping,UPI,Chennai,Salary,Debit,Desktop,INR,Online Store,No,Sunday,December,Evening
17-03-2025,Transaction at CCD,239.53,Food,Debit Card,Pune,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Monday,March,Morning
14-02-2025,Transaction at HP World,45459.55,Electronics,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Retail,No,Friday,February,Afternoon
03-12-2025,Transaction at Apollo Hospital,16891.8,Healthcare,Net Banking,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,Yes,Wednesday,December,Night
15-08-2025,Transaction at Meesho,9092.74,Online Shopping,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Online Store,No,Friday,August,Afternoon
28-10-2025,Transaction at Nilgiris,1794.99,Grocery,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Retail,Yes,Tuesday,October,Evening
18-12-2025,Transaction at Apollo Pharmacy,11275.49,Healthcare,UPI,Chennai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Thursday,December,Morning
23-06-2025,Transaction at Netmeds,16640.54,Healthcare,Debit Card,Pune,Credit Card,Debit,Mobile,INR,Service,No,Monday,June,Afternoon
05-04-2025,Transaction at YouTube Premium,759.05,Entertainment,Net Banking,Pune,Savings,Debit,POS Terminal,INR,Subscription,Yes,Saturday,April,Evening
18-03-2025,Transaction at Samsung Store,37027.33,Electronics,Debit Card,Delhi,Current,Debit,Mobile,INR,Retail,No,Tuesday,March,Evening
18-07-2025,Transaction at BigBazaar,4407.24,Grocery,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Retail,No,Friday,July,Afternoon
02-05-2025,Transaction at Aha,829.26,Entertainment,UPI,Bangalore,Current,Debit,POS Terminal,INR,Subscription,Yes,Friday,May,Morning
11-01-2025,Transaction at McDonalds,683.57,Food,UPI,Bangalore,Savings,Debit,POS Terminal,INR,Restaurant,No,Saturday,January,Night
04-06-2025,Transaction at BSNL,4274.14,Bills,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,June,Night
03-01-2025,Transaction at Pantaloons,7445.37,Clothing,UPI,Pune,Salary,Debit,Desktop,INR,Retail,No,Friday,January,Morning
21-05-2025,Transaction at IRCTC,20596.97,Travel,Debit Card,Delhi,Salary,Debit,Desktop,INR,Service,Yes,Wednesday,May,Night
12-11-2025,Transaction at YouTube Premium,575.9,Entertainment,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,November,Night
14-04-2025,Transaction at BMTC,544.17,Transport,Credit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,Yes,Monday,April,Morning
14-02-2025,Transaction at TSRTC,1476.65,Transport,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Service,No,Friday,February,Morning
07-08-2025,Transaction at Vistara,10470.61,Travel,Debit Card,Pune,Salary,Debit,Desktop,INR,Service,No,Thursday,August,Morning
06-06-2025,Transaction at Samsung Store,66239.46,Electronics,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,June,Afternoon
29-07-2025,Transaction at Starbucks,626.89,Food,Net Banking,Chennai,Current,Debit,Desktop,INR,Restaurant,No,Tuesday,July,Morning
10-01-2025,Transaction at Yulu Bikes,226.59,Transport,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,Yes,Friday,January,Evening
15-03-2025,Transaction at Zee5,341.31,Entertainment,Net Banking,Chennai,Salary,Debit,POS Terminal,INR,Subscription,Yes,Saturday,March,Night
05-10-2025,Transaction at CCD,291.79,Food,UPI,Pune,Credit Card,Debit,Mobile,INR,Restaurant,No,Sunday,October,Night
07-03-2025,Transaction at Dell Exclusive,90972.17,Electronics,Debit Card,Delhi,Savings,Debit,Desktop,INR,Retail,No,Friday,March,Afternoon
19-09-2025,Transaction at BSNL,3557.11,Bills,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,No,Friday,September,Evening
22-11-2025,Transaction at Allen Solly,7855.06,Clothing,Net Banking,Bangalore,Current,Debit,Desktop,INR,Retail,Yes,Saturday,November,Afternoon
10-03-2025,Transaction at Max Fashion,4193.58,Clothing,Debit Card,Mumbai,Current,Debit,Mobile,INR,Retail,Yes,Monday,March,Morning
03-08-2025,Transaction at Hotstar,378.12,Entertainment,Credit Card,Chennai,Savings,Debit,Desktop,INR,Subscription,No,Sunday,August,Afternoon
16-07-2025,Transaction at Flipkart,15309.14,Online Shopping,UPI,Hyderabad,Savings,Debit,Mobile,INR,Online Store,Yes,Wednesday,July,Evening
14-12-2025,Transaction at YouTube Premium,775.16,Entertainment,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,December,Afternoon
03-08-2025,Transaction at Lenskart,7743.99,Online Shopping,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Online Store,No,Sunday,August,Night
30-07-2025,Transaction at Nature's Basket,2601.82,Grocery,UPI,Chennai,Current,Debit,POS Terminal,INR,Retail,No,Wednesday,July,Evening
08-10-2025,Transaction at Netflix,732.13,Entertainment,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Subscription,No,Wednesday,October,Night
21-02-2025,Transaction at Kauvery,14651.58,Healthcare,Net Banking,Delhi,Current,Debit,Desktop,INR,Service,No,Friday,February,Night
14-09-2025,Transaction at Adidas,4632.67,Clothing,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Retail,No,Sunday,September,Night
23-08-2025,Transaction at More Supermarket,1046.02,Grocery,UPI,Delhi,Credit Card,Debit,POS Terminal,INR,Retail,No,Saturday,August,Evening
18-11-2025,Transaction at Pizza Hut,586.05,Food,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Restaurant,Yes,Tuesday,November,Evening
28-08-2025,Transaction at Chai Point,993.01,Food,Net Banking,Delhi,Current,Debit,Desktop,INR,Restaurant,Yes,Thursday,August,Evening
18-01-2025,Transaction at Reliance Digital,98720.47,Electronics,UPI,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Saturday,January,Night
08-01-2025,Transaction at Apollo Pharmacy,15597.99,Healthcare,UPI,Mumbai,Current,Debit,Mobile,INR,Service,No,Wednesday,January,Night
13-11-2025,Transaction at ACT Fibernet,3667.24,Bills,Credit Card,Hyderabad,Current,Debit,Desktop,INR,Service,Yes,Thursday,November,Night
13-03-2025,Transaction at Yulu Bikes,1655.5,Transport,Debit Card,Kolkata,Current,Debit,Mobile,INR,Service,No,Thursday,March,Night
10-06-2025,Transaction at Hotstar,830.47,Entertainment,Net Banking,Pune,Salary,Debit,POS Terminal,INR,Subscription,No,Tuesday,June,Afternoon
19-09-2025,Transaction at Adidas,5184.66,Clothing,Net Banking,Mumbai,Current,Debit,Mobile,INR,Retail,No,Friday,September,Evening
20-07-2025,Transaction at MedPlus,5770.71,Healthcare,Net Banking,Pune,Salary,Debit,Desktop,INR,Service,No,Sunday,July,Afternoon
28-10-2025,Transaction at Snapdeal,16937.51,Online Shopping,Credit Card,Mumbai,Current,Debit,Desktop,INR,Online Store,Yes,Tuesday,October,Night
04-03-2025,Transaction at Vodafone Idea,4469.07,Bills,Credit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,No,Tuesday,March,Night
20-08-2025,Transaction at Apollo Hospital,4069.84,Healthcare,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Service,Yes,Wednesday,August,Evening
13-08-2025,Transaction at Air India,3259.32,Travel,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Wednesday,August,Afternoon
01-04-2025,Transaction at Pepperfry,4551.45,Online Shopping,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Online Store,No,Tuesday,April,Afternoon
02-03-2025,Transaction at Reliance Digital,125285.33,Electronics,Debit Card,Pune,Savings,Debit,Desktop,INR,Retail,Yes,Sunday,March,Morning
28-08-2025,Transaction at JioMart,2140.18,Grocery,UPI,Chennai,Savings,Debit,POS Terminal,INR,Retail,Yes,Thursday,August,Night
10-03-2025,Transaction at Water Board,1171.01,Bills,Credit Card,Bangalore,Current,Debit,Desktop,INR,Service,No,Monday,March,Morning
26-12-2025,Transaction at Spencers,4987.43,Grocery,Credit Card,Hyderabad,Salary,Debit,POS Terminal,INR,Retail,No,Friday,December,Afternoon
02-07-2025,Transaction at Yatra,614.88,Travel,UPI,Pune,Current,Debit,POS Terminal,INR,Service,No,Wednesday,July,Night
01-03-2025,Transaction at Croma,134562.78,Electronics,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Saturday,March,Afternoon
03-10-2025,Transaction at Aha,828.41,Entertainment,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Subscription,Yes,Friday,October,Night
27-09-2025,Transaction at Vistara,21385.23,Travel,Credit Card,Bangalore,Salary,Debit,POS Terminal,INR,Service,Yes,Saturday,September,Evening
11-06-2025,Transaction at Uber,1898.64,Transport,Credit Card,Pune,Savings,Debit,POS Terminal,INR,Service,Yes,Wednesday,June,Afternoon
